Georegion,County Id,Atoll Site Id,Tx Id,Serialno,Neid,Subname,Sector,Ret Tilt,Technology,Fband,Atoll Antenna
CEN,CEN_DC,CEN_11021,CEN_E1_11021_1,I0N2138221_Y2,LTE_LESREY_MT_CEN,800372991_Y2,1,6,LTE,LTE 2100,065_16_XTB_2100_6_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_E1_11021_2,I0N2138220_Y2,LTE_LESREY_MT_CEN,800372991_Y2,2,6,LTE,LTE 2100,065_16_XTB_2100_6_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_E1_11021_3,I0N2138329_Y1,LTE_LESREY_MT_CEN,800372991_Y1,3,8,LTE,LTE 2100,065_16_XTB_2100_8_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_E3_11021_1,I0N2138221_Y1,LTE_LESREY_MT_CEN,800372991_Y1,1,6,LTE,LTE 1800,065_16_XTB_1800_6_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_E3_11021_3,I0N2138329_Y2,LTE_LESREY_MT_CEN,800372991_Y2,3,8,LTE,LTE 1800,065_16_XTB_1800_8_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_E8_11021_1,I0N2138221_R1,LTE_LESREY_MT_CEN,800372991_R1,1,8,LTE,LTE 900,065_16_XTB_0900_8_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_E8_11021_2,I0N2138220_R1,LTE_LESREY_MT_CEN,800372991_R1,2,6,LTE,LTE 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_E8_11021_3,I0N2138329_R1,LTE_LESREY_MT_CEN,800372991_R1,3,9,LTE,LTE 900,065_16_XTB_0900_9_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_P_11021_1,I0N2138221_R1,LTE_LESREY_MT_CEN,800372991_R1,1,8,GSM,GSM 900,065_16_XTB_0900_8_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_P_11021_2,I0N2138220_R1,LTE_LESREY_MT_CEN,800372991_R1,2,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_P_11021_3,I0N2138329_R1,LTE_LESREY_MT_CEN,800372991_R1,3,9,GSM,GSM 900,065_16_XTB_0900_9_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_U_11021_1,I0N2138221_Y1,LTE_LESREY_MT_CEN,800372991_Y1,1,6,UMTS,UMTS 2100,065_16_XTB_2100_6_KATH_800372991
CEN,CEN_DC,CEN_11021,CEN_U_11021_2,I0N2138220_Y1,LTE_LESREY_MT_CEN,800372991_Y1,2,6,UMTS,UMTS 2100,065_16_XTB_2100_6_KATH_800372991
CEN,CEN_DC,CEN_11101,CEN_E3_11101_1,XKK4863634_Y2,LTE_KATHU_EAST_MT_CEN,80010891_Y2,1,4,LTE,LTE 1800,068_16_XTB_1800_4_KATH_80010891
CEN,CEN_DC,CEN_11101,CEN_E3_11101_2,XKK4863618_Y2,LTE_KATHU_EAST_MT_CEN,80010891_Y2,2,4,LTE,LTE 1800,068_16_XTB_1800_4_KATH_80010891
CEN,CEN_DC,CEN_11101,CEN_P_11101_1,XKK4863634_R1,LTE_KATHU_EAST_MT_CEN,80010891_R1,1,4,GSM,GSM 900,068_16_XTB_900_4_KATH_80010891
CEN,CEN_DC,CEN_11101,CEN_P_11101_2,XKK4863618_R1,LTE_KATHU_EAST_MT_CEN,80010891_R1,2,4,GSM,GSM 900,068_16_XTB_900_4_KATH_80010891
CEN,CEN_DC,CEN_11101,CEN_P_11101_3,XKK5083207_R1,LTE_KATHU_EAST_MT_CEN,80010891_R1,3,6,GSM,GSM 900,068_16_XTB_900_6_KATH_80010891
CEN,CEN_DC,CEN_11101,CEN_U_11101_1,XKK4863634_Y1,LTE_KATHU_EAST_MT_CEN,80010891_Y1,1,4,UMTS,UMTS 2100,068_16_XTB_2100_4_KATH_80010891
CEN,CEN_DC,CEN_11101,CEN_U_11101_2,XKK4863618_Y1,LTE_KATHU_EAST_MT_CEN,80010891_Y1,2,6,UMTS,UMTS 2100,068_16_XTB_2100_6_KATH_80010891
CEN,CEN_DC,CEN_11101,CEN_U_11101_3,XKK5083207_Y1,LTE_KATHU_EAST_MT_CEN,80010891_Y1,3,6,UMTS,UMTS 2100,068_16_XTB_2100_6_KATH_80010891
CEN,CEN_DC,CEN_11141,CEN_E3_11141_2,I0N2138222_Y3,LTE_KIMBERLEY_WEST_MT_CEN,800372991_Y3,2,4,LTE,LTE 1800,065_16_XTB_1800_4_KATH_800372991
CEN,CEN_DC,CEN_11141,CEN_E3_11141_2,I0N2138222_Y4,LTE_KIMBERLEY_WEST_MT_CEN,800372991_Y4,2,4,LTE,LTE 1800,065_16_XTB_1800_4_KATH_800372991
CEN,CEN_DC,CEN_11141,CEN_E8_11141_1,I0N2138303_R1,LTE_KIMBERLEY_WEST_MT_CEN,800372991_R1,1,6,LTE,LTE 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_11141,CEN_E8_11141_2,I0N2138222_R1,LTE_KIMBERLEY_WEST_MT_CEN,800372991_R1,2,7,LTE,LTE 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_11141,CEN_E8_11141_3,I0N2138319_R1,LTE_KIMBERLEY_WEST_MT_CEN,800372991_R1,3,5,LTE,LTE 900,065_16_XTB_0900_5_KATH_800372991
CEN,CEN_DC,CEN_11141,CEN_P_11141_1,I0N2138303_R1,LTE_KIMBERLEY_WEST_MT_CEN,800372991_R1,1,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_11141,CEN_P_11141_2,I0N2138222_R1,LTE_KIMBERLEY_WEST_MT_CEN,800372991_R1,2,7,GSM,GSM 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_11141,CEN_P_11141_3,I0N2138319_R1,LTE_KIMBERLEY_WEST_MT_CEN,800372991_R1,3,5,GSM,GSM 900,065_16_XTB_0900_5_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E1_11161_1,I0N3858488_Y4,LTE_KIMDUSTRIA_MT_CEN,800372991_Y4,1,4,LTE,LTE 2100,065_16_XTB_2100_4_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E1_11161_2,I0N3842196_Y4,LTE_KIMDUSTRIA_MT_CEN,800372991_Y4,2,4,LTE,LTE 2100,065_16_XTB_2100_4_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E1_11161_3,I0N3858492_Y4,LTE_KIMDUSTRIA_MT_CEN,800372991_Y4,3,4,LTE,LTE 2100,065_16_XTB_2100_4_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E3_11161_1,I0N3858488_Y3,LTE_KIMDUSTRIA_MT_CEN,800372991_Y3,1,5,LTE,LTE 1800,065_16_XTB_1800_5_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E3_11161_2,I0N3842196_Y3,LTE_KIMDUSTRIA_MT_CEN,800372991_Y3,2,5,LTE,LTE 1800,065_16_XTB_1800_5_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E3_11161_3,I0N3858492_Y3,LTE_KIMDUSTRIA_MT_CEN,800372991_Y3,3,5,LTE,LTE 1800,065_16_XTB_1800_5_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E8_11161_1,I0N3858488_R1,LTE_KIMDUSTRIA_MT_CEN,800372991_R1,1,7,LTE,LTE 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E8_11161_2,I0N3842196_R1,LTE_KIMDUSTRIA_MT_CEN,800372991_R1,2,6,LTE,LTE 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_E8_11161_3,I0N3858492_R1,LTE_KIMDUSTRIA_MT_CEN,800372991_R1,3,6,LTE,LTE 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_P_11161_1,I0N3858488_R1,LTE_KIMDUSTRIA_MT_CEN,800372991_R1,1,7,GSM,GSM 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_P_11161_2,I0N3842196_R1,LTE_KIMDUSTRIA_MT_CEN,800372991_R1,2,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_11161,CEN_P_11161_3,I0N3858492_R1,LTE_KIMDUSTRIA_MT_CEN,800372991_R1,3,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_E1_12221_1,I0N3858167_Y2,LTE_KBY_WEST_END_MT_CEN,800372991_Y2,1,6,LTE,LTE 2100,065_16_XTB_2100_6_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_E1_12221_2,I0N3858166_Y2,LTE_KBY_WEST_END_MT_CEN,800372991_Y2,2,7,LTE,LTE 2100,065_16_XTB_2100_7_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_E1_12221_3,I0N3858165_Y1,LTE_KBY_WEST_END_MT_CEN,800372991_Y1,3,7,LTE,LTE 2100,065_16_XTB_2100_7_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_E3_12221_2,I0N3858166_Y1,LTE_KBY_WEST_END_MT_CEN,800372991_Y1,2,6,LTE,LTE 1800,065_16_XTB_1800_6_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_E8_12221_1,I0N3858167_R1,LTE_KBY_WEST_END_MT_CEN,800372991_R1,1,7,LTE,LTE 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_E8_12221_2,I0N3858166_R1,LTE_KBY_WEST_END_MT_CEN,800372991_R1,2,8,LTE,LTE 900,065_16_XTB_0900_8_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_E8_12221_3,I0N3858165_R1,LTE_KBY_WEST_END_MT_CEN,800372991_R1,3,8,LTE,LTE 900,065_16_XTB_0900_8_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_P_12221_1,I0N3858167_R1,LTE_KBY_WEST_END_MT_CEN,800372991_R1,1,7,GSM,GSM 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_P_12221_2,I0N3858166_R1,LTE_KBY_WEST_END_MT_CEN,800372991_R1,2,8,GSM,GSM 900,065_16_XTB_0900_8_KATH_800372991
CEN,CEN_DC,CEN_12221,CEN_P_12221_3,I0N3858165_R1,LTE_KBY_WEST_END_MT_CEN,800372991_R1,3,8,GSM,GSM 900,065_16_XTB_0900_8_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E1_12761_1,I0N3974959_Y3,LTE_KBY_MEDICLINIC_MT_CEN,800372991_Y3,1,4,LTE,LTE 2100,065_16_XTB_2100_4_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E1_12761_2,I0N3975124_Y3,LTE_KBY_MEDICLINIC_MT_CEN,800372991_Y3,2,4,LTE,LTE 2100,065_16_XTB_2100_4_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E1_12761_3,I0N3975134_Y3,LTE_KBY_MEDICLINIC_MT_CEN,800372991_Y3,3,6,LTE,LTE 2100,065_16_XTB_2100_6_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E3_12761_1,I0N3974959_Y4,LTE_KBY_MEDICLINIC_MT_CEN,800372991_Y4,1,4,LTE,LTE 1800,065_16_XTB_1800_4_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E3_12761_2,I0N3975124_Y4,LTE_KBY_MEDICLINIC_MT_CEN,800372991_Y4,2,4,LTE,LTE 1800,065_16_XTB_1800_4_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E3_12761_3,I0N3975134_Y4,LTE_KBY_MEDICLINIC_MT_CEN,800372991_Y4,3,6,LTE,LTE 1800,065_16_XTB_1800_6_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E8_12761_1,I0N3974959_R1,LTE_KBY_MEDICLINIC_MT_CEN,800372991_R1,1,6,LTE,LTE 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E8_12761_2,I0N3975124_R1,LTE_KBY_MEDICLINIC_MT_CEN,800372991_R1,2,6,LTE,LTE 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_E8_12761_3,I0N3975134_R1,LTE_KBY_MEDICLINIC_MT_CEN,800372991_R1,3,8,LTE,LTE 900,065_16_XTB_0900_8_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_P_12761_1,I0N3974959_R1,LTE_KBY_MEDICLINIC_MT_CEN,800372991_R1,1,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_P_12761_2,I0N3975124_R1,LTE_KBY_MEDICLINIC_MT_CEN,800372991_R1,2,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_P_12761_3,I0N3975134_R1,LTE_KBY_MEDICLINIC_MT_CEN,800372991_R1,3,8,GSM,GSM 900,065_16_XTB_0900_8_KATH_800372991
CEN,CEN_DC,CEN_12761,CEN_U_12761_3,I0N3975134_Y3,LTE_KBY_MEDICLINIC_MT_CEN,800372991_Y3,3,6,UMTS,UMTS 2100,065_16_XTB_2100_6_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_E1_13161_1,I0N0809264_Y1,LTE_GALESHEWE_EXT1_MT_CEN,800372991_Y1,1,3,LTE,LTE 2100,065_16_XTB_2100_3_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_E1_13161_2,I0N0809273_Y1,LTE_GALESHEWE_EXT1_MT_CEN,800372991_Y1,2,3,LTE,LTE 2100,065_16_XTB_2100_3_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_E1_13161_3,I0N0809229_Y2,LTE_GALESHEWE_EXT1_MT_CEN,800372991_Y2,3,5,LTE,LTE 2100,065_16_XTB_2100_5_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_E3_13161_1,I0N0809264_Y2,LTE_GALESHEWE_EXT1_MT_CEN,800372991_Y2,1,3,LTE,LTE 1800,065_16_XTB_1800_3_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_E3_13161_2,I0N0809273_Y2,LTE_GALESHEWE_EXT1_MT_CEN,800372991_Y2,2,3,LTE,LTE 1800,065_16_XTB_1800_3_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_E3_13161_3,I0N0809229_Y1,LTE_GALESHEWE_EXT1_MT_CEN,800372991_Y1,3,5,LTE,LTE 1800,065_16_XTB_1800_5_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_P_13161_1,I0N0809264_R1,LTE_GALESHEWE_EXT1_MT_CEN,800372991_R1,1,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_P_13161_2,I0N0809273_R1,LTE_GALESHEWE_EXT1_MT_CEN,800372991_R1,2,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_13161,CEN_P_13161_3,I0N0809229_R1,LTE_GALESHEWE_EXT1_MT_CEN,800372991_R1,3,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_E1_13201_1,I0N2115562_Y2,LTE_GALESHEWE_ATC_MT_CEN,800372991_Y2,1,5,LTE,LTE 2100,065_16_XTB_2100_5_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_E1_13201_2,I0N2115151_Y2,LTE_GALESHEWE_ATC_MT_CEN,800372991_Y2,2,5,LTE,LTE 2100,065_16_XTB_2100_5_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_E1_13201_3,I0N2115563_Y2,LTE_GALESHEWE_ATC_MT_CEN,800372991_Y2,3,8,LTE,LTE 2100,065_16_XTB_2100_8_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_E3_13201_1,I0N2115562_Y1,LTE_GALESHEWE_ATC_MT_CEN,800372991_Y1,1,5,LTE,LTE 1800,065_16_XTB_1800_5_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_E8_13201_1,I0N2115562_R1,LTE_GALESHEWE_ATC_MT_CEN,800372991_R1,1,7,LTE,LTE 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_E8_13201_2,I0N2115151_R1,LTE_GALESHEWE_ATC_MT_CEN,800372991_R1,2,5,LTE,LTE 900,065_16_XTB_0900_5_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_E8_13201_3,I0N2115563_R1,LTE_GALESHEWE_ATC_MT_CEN,800372991_R1,3,7,LTE,LTE 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_P_13201_1,I0N2115562_R1,LTE_GALESHEWE_ATC_MT_CEN,800372991_R1,1,7,GSM,GSM 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_P_13201_2,I0N2115151_R1,LTE_GALESHEWE_ATC_MT_CEN,800372991_R1,2,5,GSM,GSM 900,065_16_XTB_0900_5_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_P_13201_3,I0N2115563_R1,LTE_GALESHEWE_ATC_MT_CEN,800372991_R1,3,7,GSM,GSM 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_U_13201_1,I0N2115562_Y1,LTE_GALESHEWE_ATC_MT_CEN,800372991_Y1,1,5,UMTS,UMTS 2100,065_16_XTB_2100_5_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_U_13201_2,I0N2115151_Y1,LTE_GALESHEWE_ATC_MT_CEN,800372991_Y1,2,5,UMTS,UMTS 2100,065_16_XTB_2100_5_KATH_800372991
CEN,CEN_DC,CEN_13201,CEN_U_13201_3,I0N2115563_Y1,LTE_GALESHEWE_ATC_MT_CEN,800372991_Y1,3,8,UMTS,UMTS 2100,065_16_XTB_2100_8_KATH_800372991
CEN,CEN_DC,CEN_15501,CEN_E3_15501_1,T0L2968725_Y1,LTE_SALTLAKE_MT_CEN,80010864_Y1,LTE SECTOR 1,2.5,LTE,LTE 1800,065_14_XTB_1800_2_KATH_80010664
CEN,CEN_DC,CEN_15501,CEN_E3_15501_2,T0L2968887_Y1,LTE_SALTLAKE_MT_CEN,80010864_Y1,LTE SECT 2,2.5,LTE,LTE 1800,065_14_XTB_1800_2_KATH_80010664
CEN,CEN_DC,CEN_15501,CEN_E3_15501_3,T0L2968719_Y1,LTE_SALTLAKE_MT_CEN,80010864_Y1,LTE SECTOR 3,2.5,LTE,LTE 1800,065_14_XTB_1800_2_KATH_80010664
CEN,CEN_DC,CEN_15501,CEN_U_15501_1,T0L2968725_Y2,LTE_SALTLAKE_MT_CEN,80010864_Y2,3G U2100 SECT 1,2.5,UMTS,UMTS 2100,065_14_XTB_2100_2_KATH_80010664
CEN,CEN_DC,CEN_15501,CEN_U_15501_2,T0L2968887_Y2,LTE_SALTLAKE_MT_CEN,80010864_Y2,SECTOR 2 U2100,2.5,UMTS,UMTS 2100,065_14_XTB_2100_2_KATH_80010664
CEN,CEN_DC,CEN_15501,CEN_U_15501_3,T0L2968719_Y2,LTE_SALTLAKE_MT_CEN,80010864_Y2,3G U2100 SECTOR 3,2.5,UMTS,UMTS 2100,065_14_XTB_2100_2_KATH_80010664
CEN,CEN_DC,CEN_15541,CEN_E3_15541_1,XKL2528024_Y1,LTE_GONG_GONG_MTN_CEN,80010891_Y1,1,2,LTE,LTE 1800,068_16_XTB_1800_2_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_E3_15541_3,XKL3211433_Y1,LTE_GONG_GONG_MTN_CEN,80010891_Y1,3,2,LTE,LTE 1800,068_16_XTB_1800_2_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_P_15541_1,XKL2528024_R1,LTE_GONG_GONG_MTN_CEN,80010891_R1,1,3,GSM,GSM 900,068_16_XTB_900_3_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_P_15541_2,XKL2528032_R1,LTE_GONG_GONG_MTN_CEN,80010891_R1,2,3,GSM,GSM 900,068_16_XTB_900_3_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_P_15541_3,XKL3211433_R1,LTE_GONG_GONG_MTN_CEN,80010891_R1,3,3,GSM,GSM 900,068_16_XTB_900_3_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_U_15541_1,XKL2528024_Y2,LTE_GONG_GONG_MTN_CEN,80010891_Y2,1,2,UMTS,UMTS 2100,068_16_XTB_2100_2_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_U_15541_2,XKL2528032_Y2,LTE_GONG_GONG_MTN_CEN,80010891_Y2,2,2,UMTS,UMTS 2100,068_16_XTB_2100_2_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_U_15541_3,XKL3211433_Y2,LTE_GONG_GONG_MTN_CEN,80010891_Y2,3,2,UMTS,UMTS 2100,068_16_XTB_2100_2_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_X_15541_1,XKL2528024_R1,LTE_GONG_GONG_MTN_CEN,80010891_R1,1,3,UMTS,UMTS 900,068_16_XTB_900_3_KATH_80010891
CEN,CEN_DC,CEN_15541,CEN_X_15541_2,XKL2528032_R1,LTE_GONG_GONG_MTN_CEN,80010891_R1,2,3,UMTS,UMTS 900,068_16_XTB_900_3_KATH_80010891
CEN,CEN_DC,CEN_15781,CEN_E1_15781_1,I0N3974930_Y3,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y3,1,8,LTE,LTE 2100,065_16_XTB_2100_8_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_E1_15781_2,I0N3974931_Y4,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y4,2,7,LTE,LTE 2100,065_16_XTB_2100_7_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_E1_15781_3,I0N3974932_Y4,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y4,3,8,LTE,LTE 2100,065_16_XTB_2100_8_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_E3_15781_1,I0N3974930_Y4,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y4,1,8,LTE,LTE 1800,065_16_XTB_1800_8_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_E3_15781_2,I0N3974931_Y3,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y3,2,7,LTE,LTE 1800,065_16_XTB_1800_7_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_E3_15781_3,I0N3974932_Y3,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y3,3,8,LTE,LTE 1800,065_16_XTB_1800_8_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_E8_15781_1,I0N3974930_R1,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_R1,1,7,LTE,LTE 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_E8_15781_2,I0N3974931_R1,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_R1,2,6,LTE,LTE 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_P_15781_1,I0N3974930_R1,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_R1,1,7,GSM,GSM 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_P_15781_2,I0N3974931_R1,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_R1,2,6,GSM,GSM 900,065_16_XTB_0900_6_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_P_15781_3,I0N3974932_R1,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_R1,3,7,GSM,GSM 900,065_16_XTB_0900_7_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_U_15781_1,I0N3974930_Y3,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y3,1,8,UMTS,UMTS 2100,065_16_XTB_2100_8_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_U_15781_2,I0N3974931_Y3,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y3,2,7,UMTS,UMTS 2100,065_16_XTB_2100_7_KATH_800372991
CEN,CEN_DC,CEN_15781,CEN_U_15781_3,I0N3974932_Y3,LTE_RETLAMELENG_SCHL_ATLAS_MT_CEN,800372991_Y3,3,8,UMTS,UMTS 2100,065_16_XTB_2100_8_KATH_800372991
CEN,CEN_DC,CEN_16081,CEN_E3_16081_1,XKL1726912_Y3,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_Y3,1,3,LTE,LTE 1800,068_16_XTB_1800_3_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_E3_16081_2,XKL1833475_Y3,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_Y3,2,3,LTE,LTE 1800,068_16_XTB_1800_3_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_E3_16081_3,XKL3687372_Y3,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_Y3,3,3,LTE,LTE 1800,068_16_XTB_1800_3_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_P_16081_1,XKL1726912_R1,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_R1,1,4,GSM,GSM 900,068_16_XTB_900_4_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_P_16081_2,XKL1833475_R1,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_R1,2,4,GSM,GSM 900,068_16_XTB_900_4_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_P_16081_3,XKL3687372_R1,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_R1,3,4,GSM,GSM 900,068_16_XTB_900_4_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_U_16081_1,XKL1726912_Y4,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_Y4,1,3,UMTS,UMTS 2100,068_16_XTB_2100_3_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_U_16081_2,XKL1833475_Y4,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_Y4,2,3,UMTS,UMTS 2100,068_16_XTB_2100_3_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_U_16081_3,XKL3687372_Y4,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_Y4,3,3,UMTS,UMTS 2100,068_16_XTB_2100_3_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_X_16081_1,XKL1726912_R1,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_R1,1,4,UMTS,UMTS 900,068_16_XTB_900_4_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_X_16081_2,XKL1833475_R1,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_R1,2,4,UMTS,UMTS 900,068_16_XTB_900_4_KATH_80010891
CEN,CEN_DC,CEN_16081,CEN_X_16081_3,XKL3687372_R1,LTE_KLIPFONTEIN_TX_HS_CEN,80010891_R1,3,4,UMTS,UMTS 900,068_16_XTB_900_4_KATH_80010891
CEN,CEN_DC,CEN_19521,CEN_E3_19521_1,XKK4863612_Y3,LTE_GRASPAN_NW_CEN,80010891_Y3,1,2,LTE,LTE 1800,068_16_XTB_1800_2_KATH_80010891
CEN,CEN_DC,CEN_19521,CEN_E3_19521_2,XKK4429324_Y3,LTE_GRASPAN_NW_CEN,80010891_Y3,2,2,LTE,LTE 1800,068_16_XTB_1800_2_KATH_80010891
