Georegion,County Id,Atoll Site Id,Tx Id,Serialno,Neid,Subname,Sector,Ret Tilt,Technology,Fband,Atoll Antenna
KZN,KZN_ET,KZN_15941,KZN_E3_15941_2,XKL2287834_Y1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,12,LTE,LTE 1800,068_16_XTB_1800_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_E3_15941_3,XKL2399520_Y1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y1,SECTOR 3 - 1800/2100,12,LTE,LTE 1800,068_16_XTB_1800_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_E3_15941_3,XKL2399520_Y3,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y3,SECTOR 3 - 1800/2100,12,LTE,LTE 1800,068_16_XTB_1800_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_E8_15941_1,XKL2399526_R1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_R1,SECTOR 1 - 900,12,LTE,LTE 900,068_16_XTB_900_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_E8_15941_2,XKL2287834_R1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_R1,SECTOR 2 - 900,12,LTE,LTE 900,068_16_XTB_900_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_E8_15941_3,XKL2399520_R1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_R1,SECTOR 3 - 900,12,LTE,LTE 900,068_16_XTB_900_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_P_15941_1,XKL2399526_R1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_R1,SECTOR 1 - 900,12,GSM,GSM 900,068_16_XTB_900_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_P_15941_2,XKL2287834_R1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_R1,SECTOR 2 - 900,12,GSM,GSM 900,068_16_XTB_900_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_P_15941_3,XKL2399520_R1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_R1,SECTOR 3 - 900,12,GSM,GSM 900,068_16_XTB_900_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_R3_15941_1,XKL2399526_Y1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y1,SECTOR 1 - 1800/2100,12,LTE,LTE 1800,068_16_XTB_1800_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_R3_15941_1,XKL2399526_Y3,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,12,LTE,LTE 1800,068_16_XTB_1800_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_R3_15941_2,XKL2287834_Y1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,12,LTE,LTE 1800,068_16_XTB_1800_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_R3_15941_3,XKL2399520_Y1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y1,SECTOR 3 - 1800/2100,12,LTE,LTE 1800,068_16_XTB_1800_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_R3_15941_3,XKL2399520_Y3,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y3,SECTOR 3 - 1800/2100,12,LTE,LTE 1800,068_16_XTB_1800_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_U_15941_1,XKL2399526_Y1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y1,SECTOR 1 - 1800/2100,12,UMTS,UMTS 2100,068_16_XTB_2100_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_U_15941_1,XKL2399526_Y3,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,12,UMTS,UMTS 2100,068_16_XTB_2100_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_U_15941_2,XKL2287834_Y1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,12,UMTS,UMTS 2100,068_16_XTB_2100_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_U_15941_3,XKL2399520_Y1,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y1,SECTOR 3 - 1800/2100,12,UMTS,UMTS 2100,068_16_XTB_2100_12_KATH_80010891
KZN,KZN_ET,KZN_15941,KZN_U_15941_3,XKL2399520_Y3,LTE_SANDAKAHLE_PRIMARY_MTN_DN_KZN,80010891_Y3,SECTOR 3 - 1800/2100,12,UMTS,UMTS 2100,068_16_XTB_2100_12_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E1_16621_1,XKK5191215_Y1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y1,SECTOR 1-1800/2100,6,LTE,LTE 2100,068_16_XTB_2100_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E1_16621_1,XKK5191215_Y3,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y3,SECTOR 1-1800/2100,6,LTE,LTE 2100,068_16_XTB_2100_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E1_16621_2,XKK5083369_Y1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y1,SECTOR 2-1800/2100,8,LTE,LTE 2100,068_16_XTB_2100_8_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E1_16621_2,XKK5083369_Y3,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y3,SECTOR 2-1800/2100,8,LTE,LTE 2100,068_16_XTB_2100_8_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E1_16621_3,XKK5083531_Y1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y1,SECTOR 3-1800/2100,6,LTE,LTE 2100,068_16_XTB_2100_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E3_16621_1,XKK5191215_Y1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y1,SECTOR 1-1800/2100,6,LTE,LTE 1800,068_16_XTB_1800_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E3_16621_2,XKK5083369_Y3,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y3,SECTOR 2-1800/2100,8,LTE,LTE 1800,068_16_XTB_1800_8_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E3_16621_3,XKK5083531_Y3,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y3,SECTOR 3-1800/2100,6,LTE,LTE 1800,068_16_XTB_1800_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E8_16621_1,XKK5191215_R1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_R1,SECTOR 1-900,6,LTE,LTE 900,068_16_XTB_900_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E8_16621_2,XKK5083369_R1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_R1,SECTOR 2-900,8,LTE,LTE 900,068_16_XTB_900_8_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_E8_16621_3,XKK5083531_R1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_R1,SECTOR 3-900,6,LTE,LTE 900,068_16_XTB_900_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_P_16621_1,XKK5191215_R1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_R1,SECTOR 1-900,6,GSM,GSM 900,068_16_XTB_900_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_P_16621_2,XKK5083369_R1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_R1,SECTOR 2-900,8,GSM,GSM 900,068_16_XTB_900_8_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_P_16621_3,XKK5083531_R1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_R1,SECTOR 3-900,6,GSM,GSM 900,068_16_XTB_900_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_R3_16621_1,XKK5191215_Y3,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y3,SECTOR 1-1800/2100,6,LTE,LTE 1800,068_16_XTB_1800_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_R3_16621_2,XKK5083369_Y1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y1,SECTOR 2-1800/2100,8,LTE,LTE 1800,068_16_XTB_1800_8_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_R3_16621_3,XKK5083531_Y3,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y3,SECTOR 3-1800/2100,6,LTE,LTE 1800,068_16_XTB_1800_6_KATH_80010891
KZN,KZN_ET,KZN_16621,KZN_U_16621_2,XKK5083369_Y1,LTE_AYS_MEMORIAL_PRIM_SCHL_ATLAS_DN_KZN,80010891_Y1,SECTOR 2-1800/2100,8,UMTS,UMTS 2100,068_16_XTB_2100_8_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_E1_1681_1,XKL2287856_Y1,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_Y1,SECTOR 1-1800/2100,9,LTE,LTE 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_E1_1681_1,XKL2287856_Y3,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_Y3,SECTOR 1-1800/2100,9,LTE,LTE 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_E1_1681_2,XKL2287842_Y1,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,9,LTE,LTE 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_E3_1681_2,XKL2287842_Y3,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_Y3,SECTOR 2 - 1800/2100,9,LTE,LTE 1800,068_16_XTB_1800_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_E8_1681_1,XKL2287856_R1,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_R1,SECTOR 1-900,9,LTE,LTE 900,068_16_XTB_900_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_E8_1681_2,XKL2287842_R1,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_R1,SECTOR 2-900,9,LTE,LTE 900,068_16_XTB_900_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_P_1681_1,XKL2287856_R1,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_R1,SECTOR 1-900,9,GSM,GSM 900,068_16_XTB_900_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_P_1681_2,XKL2287842_R1,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_R1,SECTOR 2-900,9,GSM,GSM 900,068_16_XTB_900_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_R3_1681_1,XKL2287856_Y3,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_Y3,SECTOR 1-1800/2100,9,LTE,LTE 1800,068_16_XTB_1800_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_R3_1681_2,XKL2287842_Y3,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_Y3,SECTOR 2 - 1800/2100,9,LTE,LTE 1800,068_16_XTB_1800_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_U_1681_1,XKL2287856_Y1,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_Y1,SECTOR 1-1800/2100,9,UMTS,UMTS 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_1681,KZN_U_1681_2,XKL2287842_Y1,LTE_KINGS_PARK_SOUTH2_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,9,UMTS,UMTS 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_16921,KZN_E1_16921_2,I0L1512783_Y1,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y1,SECTOR 2-1800/2100,12,LTE,LTE 2100,065_14_XTB_2100_12_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_E1_16921_2,I0L1512783_Y2,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y2,SECTOR 2-1800/2100,12,LTE,LTE 2100,065_14_XTB_2100_12_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_E1_16921_3,I0L1512792_Y1,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y1,SECTOR 3-1800/2100,10,LTE,LTE 2100,065_14_XTB_2100_10_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_E1_16921_3,I0L1512792_Y2,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y2,SECTOR 3-1800/2100,10,LTE,LTE 2100,065_14_XTB_2100_10_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_R3_16921_1,I0L1512722_Y1,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y1,SECTOR 1-1800/2100,9,LTE,LTE 1800,065_14_XTB_1800_9_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_R3_16921_2,I0L1512783_Y1,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y1,SECTOR 2-1800/2100,12,LTE,LTE 1800,065_14_XTB_1800_12_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_R3_16921_3,I0L1512792_Y1,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y1,SECTOR 3-1800/2100,10,LTE,LTE 1800,065_14_XTB_1800_10_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_U_16921_1,I0L1512722_Y1,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y1,SECTOR 1-1800/2100,9,UMTS,UMTS 2100,065_14_XTB_2100_9_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_U_16921_2,I0L1512783_Y1,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y1,SECTOR 2-1800/2100,12,UMTS,UMTS 2100,065_14_XTB_2100_12_KATH_80010864
KZN,KZN_ET,KZN_16921,KZN_U_16921_3,I0L1512792_Y1,LTE_EMBONINI_JP_MTN_DN_KZN,80010864_Y1,SECTOR 3-1800/2100,10,UMTS,UMTS 2100,065_14_XTB_2100_10_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_E1_17041_1,I0L1512782_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 1 - 1800/2100,12,LTE,LTE 2100,065_14_XTB_2100_12_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_E1_17041_2,I0L1512768_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 2 - 1800/2100,11,LTE,LTE 2100,065_14_XTB_2100_11_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_E1_17041_3,I0L1512835_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 3 - 1800/2100,10,LTE,LTE 2100,065_14_XTB_2100_10_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_E3_17041_2,I0L1512768_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 2 - 1800/2100,11,LTE,LTE 1800,065_14_XTB_1800_11_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_E3_17041_3,I0L1512835_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 3 - 1800/2100,10,LTE,LTE 1800,065_14_XTB_1800_10_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_R3_17041_1,I0L1512782_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 1 - 1800/2100,12,LTE,LTE 1800,065_14_XTB_1800_12_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_R3_17041_2,I0L1512768_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 2 - 1800/2100,11,LTE,LTE 1800,065_14_XTB_1800_11_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_R3_17041_3,I0L1512835_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 3 - 1800/2100,10,LTE,LTE 1800,065_14_XTB_1800_10_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_U_17041_1,I0L1512782_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 1 - 1800/2100,12,UMTS,UMTS 2100,065_14_XTB_2100_12_KATH_80010864
KZN,KZN_ET,KZN_17041,KZN_U_17041_2,I0L1512768_Y1,LTE_EMTHETHEWENI_SNR_PRI_MTN_DN_KZN,80010864_Y1,SECTOR 2 - 1800/2100,11,UMTS,UMTS 2100,065_14_XTB_2100_11_KATH_80010864
KZN,KZN_ET,KZN_17081,KZN_E1_17081_1,I0L1512697_Y1,LTE_77_NAGINA_DR_MTN_DN_KZN,80010864_Y1,SECTOR 1 - 1800/2100,6,LTE,LTE 2100,065_14_XTB_2100_6_KATH_80010864
KZN,KZN_ET,KZN_17081,KZN_E1_17081_1,I0L1512697_Y2,LTE_77_NAGINA_DR_MTN_DN_KZN,80010864_Y2,SECTOR 1 - 1800/2100,6,LTE,LTE 2100,065_14_XTB_2100_6_KATH_80010864
KZN,KZN_ET,KZN_17081,KZN_R3_17081_1,I0L1512697_Y1,LTE_77_NAGINA_DR_MTN_DN_KZN,80010864_Y1,SECTOR 1 - 1800/2100,6,LTE,LTE 1800,065_14_XTB_1800_6_KATH_80010864
KZN,KZN_ET,KZN_17081,KZN_R3_17081_2,I0L1512777_Y2,LTE_77_NAGINA_DR_MTN_DN_KZN,80010864_Y2,SECTOR 2 - 1800/2100,6,LTE,LTE 1800,065_14_XTB_1800_6_KATH_80010864
KZN,KZN_ET,KZN_17081,KZN_R3_17081_3,I0L1512788_Y2,LTE_77_NAGINA_DR_MTN_DN_KZN,80010864_Y2,SECTOR 3 - 1800/2100,11,LTE,LTE 1800,065_14_XTB_1800_11_KATH_80010864
KZN,KZN_ET,KZN_17081,KZN_U_17081_1,I0L1512697_Y1,LTE_77_NAGINA_DR_MTN_DN_KZN,80010864_Y1,SECTOR 1 - 1800/2100,6,UMTS,UMTS 2100,065_14_XTB_2100_6_KATH_80010864
KZN,KZN_ET,KZN_17181,KZN_E1_17181_2,XKL3687300_Y1,LTE_BELVERDERE_ATC_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,9,LTE,LTE 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_E1_17181_2,XKL3687300_Y3,LTE_BELVERDERE_ATC_DN_KZN,80010891_Y3,SECTOR 2 - 1800/2100,9,LTE,LTE 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_E1_17181_3,XKL3570227_Y1,LTE_BELVERDERE_ATC_DN_KZN,80010891_Y1,SECTOR 3 - 1800/2100,9,LTE,LTE 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_E1_17181_3,XKL3570227_Y3,LTE_BELVERDERE_ATC_DN_KZN,80010891_Y3,SECTOR 3 - 1800/2100,9,LTE,LTE 2100,068_16_XTB_2100_9_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_E3_17181_1,XKL3570194_Y3,LTE_BELVERDERE_ATC_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,8,LTE,LTE 1800,068_16_XTB_1800_8_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_P_17181_1,XKL3570194_R1,LTE_BELVERDERE_ATC_DN_KZN,80010891_R1,SECTOR 1 - 900,8,GSM,GSM 900,068_16_XTB_900_8_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_P_17181_2,XKL3687300_R1,LTE_BELVERDERE_ATC_DN_KZN,80010891_R1,SECTOR 2 - 900,8,GSM,GSM 900,068_16_XTB_900_8_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_P_17181_3,XKL3570227_R1,LTE_BELVERDERE_ATC_DN_KZN,80010891_R1,SECTOR 3 - 900,8,GSM,GSM 900,068_16_XTB_900_8_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_R3_17181_1,XKL3570194_Y3,LTE_BELVERDERE_ATC_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,8,LTE,LTE 1800,068_16_XTB_1800_8_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_R3_17181_2,XKL3687300_Y3,LTE_BELVERDERE_ATC_DN_KZN,80010891_Y3,SECTOR 2 - 1800/2100,9,LTE,LTE 1800,068_16_XTB_1800_9_KATH_80010891
KZN,KZN_ET,KZN_17181,KZN_R3_17181_3,XKL3570227_Y3,LTE_BELVERDERE_ATC_DN_KZN,80010891_Y3,SECTOR 3 - 1800/2100,9,LTE,LTE 1800,068_16_XTB_1800_9_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_E1_17901_1,XKL2399497_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 1 - 1800/2100,4.5,LTE,LTE 2100,068_16_XTB_2100_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_E1_17901_1,XKL2399497_Y3,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,4.5,LTE,LTE 2100,068_16_XTB_2100_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_E1_17901_2,XKL2287868_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,7,LTE,LTE 2100,068_16_XTB_2100_7_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_E1_17901_3,XKL1954705_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 3 - 1800/2100,6,LTE,LTE 2100,068_16_XTB_2100_6_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_E1_17901_3,XKL1954705_Y3,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y3,SECTOR 3 - 1800/2100,6,LTE,LTE 2100,068_16_XTB_2100_6_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_E3_17901_1,XKL2399497_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 1 - 1800/2100,4.5,LTE,LTE 1800,068_16_XTB_1800_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_E3_17901_1,XKL2399497_Y3,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,4.5,LTE,LTE 1800,068_16_XTB_1800_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_P_17901_1,XKL2399497_R1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_R1,SECTOR 1 - 900,4.5,GSM,GSM 900,068_16_XTB_900_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_P_17901_2,XKL2287868_R1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_R1,SECTOR 2 - 900,8,GSM,GSM 900,068_16_XTB_900_8_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_P_17901_3,XKL1954705_R1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_R1,SECTOR 3 - 900,8,GSM,GSM 900,068_16_XTB_900_8_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_R3_17901_1,XKL2399497_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 1 - 1800/2100,4.5,LTE,LTE 1800,068_16_XTB_1800_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_R3_17901_1,XKL2399497_Y3,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,4.5,LTE,LTE 1800,068_16_XTB_1800_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_R3_17901_2,XKL2287868_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,7,LTE,LTE 1800,068_16_XTB_1800_7_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_R3_17901_3,XKL1954705_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 3 - 1800/2100,6,LTE,LTE 1800,068_16_XTB_1800_6_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_U_17901_1,XKL2399497_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 1 - 1800/2100,4.5,UMTS,UMTS 2100,068_16_XTB_2100_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_U_17901_1,XKL2399497_Y3,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,4.5,UMTS,UMTS 2100,068_16_XTB_2100_4.5_KATH_80010891
KZN,KZN_ET,KZN_17901,KZN_U_17901_3,XKL1954705_Y1,LTE_KSIA_ATC_HUB_MTN_DN_KZN,80010891_Y1,SECTOR 3 - 1800/2100,6,UMTS,UMTS 2100,068_16_XTB_2100_6_KATH_80010891
KZN,KZN_ET,KZN_18321,KZN_E1_18321_1,XKK3987741_Y1,LTE_MALVERN_CENTRAL_DN_KZN,80010891_Y1,SECTOR 1 - 1800/2100,8,LTE,LTE 2100,068_16_XTB_2100_8_KATH_80010891
KZN,KZN_ET,KZN_18321,KZN_E1_18321_2,XKK4429426_Y3,LTE_MALVERN_CENTRAL_DN_KZN,80010891_Y3,SECTOR 2 - 1800/2100,11,LTE,LTE 2100,068_16_XTB_2100_11_KATH_80010891
KZN,KZN_ET,KZN_18321,KZN_E1_18321_3,XKK4429481_Y3,LTE_MALVERN_CENTRAL_DN_KZN,80010891_Y3,SECTOR 3 - 1800/2100,8,LTE,LTE 2100,068_16_XTB_2100_8_KATH_80010891
KZN,KZN_ET,KZN_18321,KZN_E3_18321_1,XKK3987741_Y3,LTE_MALVERN_CENTRAL_DN_KZN,80010891_Y3,SECTOR 1 - 1800/2100,8,LTE,LTE 1800,068_16_XTB_1800_8_KATH_80010891
KZN,KZN_ET,KZN_18321,KZN_E3_18321_2,XKK4429426_Y1,LTE_MALVERN_CENTRAL_DN_KZN,80010891_Y1,SECTOR 2 - 1800/2100,11,LTE,LTE 1800,068_16_XTB_1800_11_KATH_80010891
KZN,KZN_ET,KZN_18321,KZN_E3_18321_3,XKK4429481_Y1,LTE_MALVERN_CENTRAL_DN_KZN,80010891_Y1,SECTOR 3 - 1800/2100,8,LTE,LTE 1800,068_16_XTB_1800_8_KATH_80010891
